원본 데이터셋,원본 테이블,원본 칼럼명,스키마상의 설명,스키마 자료형,스키마 Nullable,행 수,결측 수,결측률,고유값 수,실제 값 예시,실제 Python 자료형,분류,대상 클래스,대상 속성,속성 구분,RDF 자료형,단위 또는 코드 체계,필수 여부,변환 규칙,결측치 처리,비고 및 불확실성
PRBD01N001,domestic_bond,srfc_irt,표면이자율/쿠폰금리,double precision,YES,21882,1,0.0046%,3699,3.112 | 3.178 | 2.69,"float,int",기준일이 있는 관측값,YieldObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRBD01N001,domestic_bond,std_pd_mcls_nm,상품중분류명,text,YES,21882,0,0.0000%,3,회사채 | 특수채 | 국공채,str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRBD01N001,domestic_bond,std_pd_scls_nm,상품소분류명,text,YES,21882,0,0.0000%,13,일반사채 | 공사채 | 공모지방채,str,상품의 직접 속성,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),원본 값과 정규화 값을 함께 보존; 별도 의미가 확인되기 전 추론에 사용하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PRBD01N001,domestic_bond,trade_price,매매단가(표준투입단가),double precision,YES,21882,21248,97.1026%,391,10188 | 10059 | 9343,int,기준일이 있는 관측값,PriceObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,cu_base_index,기초지수,text,YES,1780,1724,96.8539%,19,Rogers International Commodity TR | KRX 미디어통신 | MSCI ACWI,str,관계,Index,tracks,ObjectProperty,xsd:string,스키마에 명시 없음,조건부,원본 문자열/코드를 보존하고 exact 정규화만 수행; fuzzy 병합 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,cu_charge_etc_rt,기타비용요율,text,YES,1780,1563,87.8090%,1,0,str,기준일이 있는 관측값,FeeObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,기타비용요율; 비교 사용은 단위 검증 후 허용,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,cu_charge_rt,총보수요율,text,YES,1780,1563,87.8090%,17,0 | 0.49 | 0.52,str,기준일이 있는 관측값,FeeObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,보수율; text 타입은 decimal 파싱 성공 시에만 관측값 생성,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,cu_fund_mgmt_co,운용사,text,YES,1780,0,0.0000%,100,KB | 삼성 | iM에셋,str,관계,Organization,managedBy/issuedBy,ObjectProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),"원본 문자열/코드를 보존하고 exact 정규화만 수행; fuzzy 병합 금지; ETF는 AssetManager/managedBy, ETN은 Issuer/issuedBy",노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,cu_lev_fector,배수,text,YES,1780,182,10.2247%,7,1 | 1.5 | 2,str,상품의 직접 속성,ExchangeTradedProduct,leverageFactor,DataProperty,xsd:string,스키마에 명시 없음,조건부,명시값만 decimal로 변환; 결측에서 배수를 추론하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,cu_strtegy,운용전략,text,YES,1780,155,8.7079%,4,액티브 | 합성복제 | 실물복제,str,상품의 직접 속성,ExchangeTradedProduct,strategyDescription,DataProperty,xsd:string,스키마에 명시 없음,조건부,원문을 보존하고 요약값으로 대체하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,cu_upt_dt,변동갱신일자,text,YES,1780,182,10.2247%,22,20260824 | 20260706 | 20260421,str,출처·관리용 메타데이터,SourceRecord,snapshotDate/asOfDate,DataProperty,xsd:string,스키마에 명시 없음,조건부,YYYYMMDD를 xsd:date로 변환; 원본도 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_bpr,기준가,"numeric(28,2)",YES,1780,4,0.2247%,1427,9800 | 11410 | 10175,int,기준일이 있는 관측값,NAVObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_chas_errt,추적오차율,"numeric(28,2)",YES,1780,182,10.2247%,497,35.14 | 0.34 | 0.25,"float,int",기준일이 있는 관측값,MetricObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,추적오차율; du_chas_errt_base_dt 연결,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_chas_errt_base_dt,추적오차율 기준일,text,YES,1780,182,10.2247%,22,20260821 | 20260707 | 20260422,str,출처·관리용 메타데이터,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,YYYYMMDD 형식 검증 후 날짜 의미에 맞는 개체에 연결; 불명확하면 원본만 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_clpr,종가,"numeric(28,2)",YES,1780,4,0.2247%,1436,9050 | 11250 | 10185,int,기준일이 있는 관측값,PriceObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_diff_rt,괴리율,"numeric(28,2)",YES,1780,182,10.2247%,303,-0.11 | 0.28 | 0.06,"float,int",기준일이 있는 관측값,MetricObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,가격-NAV 괴리율; 전용 기준일 또는 기준일 일치 여부와 함께 사용,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_diff_rt_base_dt,괴리율 기준일,text,YES,1780,182,10.2247%,22,20260821 | 20260707 | 20260422,str,출처·관리용 메타데이터,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,YYYYMMDD 형식 검증 후 날짜 의미에 맞는 개체에 연결; 불명확하면 원본만 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_er_1d,수익률_1D,"numeric(28,2)",YES,1780,195,10.9551%,692,-7.65 | -1.4 | 0.1,"float,int",기준일이 있는 관측값,ReturnObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_er_1m,수익률_1M,"numeric(28,2)",YES,1780,196,11.0112%,1093,8.51 | -1.19 | 0.59,"float,int",기준일이 있는 관측값,ReturnObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_er_1y,수익률_1Y,"numeric(28,2)",YES,1780,364,20.4494%,1205,-20.23 | 4.12 | -0.78,"float,int",기준일이 있는 관측값,ReturnObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_er_3m,수익률_3M,"numeric(28,2)",YES,1780,227,12.7528%,1181,-27.95 | -5.26 | 0.54,"float,int",기준일이 있는 관측값,ReturnObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_er_6m,수익률_6M,"numeric(28,2)",YES,1780,294,16.5169%,1220,-44.32 | 1.9 | 0.79,"float,int",기준일이 있는 관측값,ReturnObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_er_ytd,수익률_YTD,"numeric(28,2)",YES,1780,303,17.0225%,1254,-41.16 | 2.65 | 0.74,"float,int",기준일이 있는 관측값,ReturnObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_hpr,고가,"numeric(28,2)",YES,1780,4,0.2247%,1386,9470 | 11500 | 10185,int,기준일이 있는 관측값,PriceObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,고가; 해당 일간 갱신일 연결,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_last_aum,최종AUM,"numeric(28,2)",YES,1780,182,10.2247%,1171,53907833000 | 7292135500 | 554345617000,int,기준일이 있는 관측값,AUMObservation,metricValue,DataProperty,xsd:decimal,통화는 행의 통화 칼럼과 결합; 없으면 UNKNOWN,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_last_nav,최종NAV,"numeric(28,2)",YES,1780,182,10.2247%,1583,9060.14 | 11218.67 | 10178.95,"float,int",기준일이 있는 관측값,NAVObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_lpr,시가,"numeric(28,2)",YES,1780,4,0.2247%,1362,8915 | 11180 | 10175,int,기준일이 있는 관측값,PriceObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,저가; 해당 일간 갱신일 연결,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_nav_base_dt,NAV 기준일,text,YES,1780,182,10.2247%,22,20260821 | 20260707 | 20260422,str,출처·관리용 메타데이터,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,YYYYMMDD 형식 검증 후 날짜 의미에 맞는 개체에 연결; 불명확하면 원본만 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_nav_rnf_amt,전일NAV등락금액,"numeric(28,2)",YES,1780,182,10.2247%,1506,-690.38 | -187.11 | 0.63,"float,int",기준일이 있는 관측값,NAVObservation,metricValue,DataProperty,xsd:decimal,통화는 행의 통화 칼럼과 결합; 없으면 UNKNOWN,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_nav_yday,전일NAV,"numeric(28,2)",YES,1780,182,10.2247%,1584,9750.52 | 11405.78 | 10178.32,"float,int",기준일이 있는 관측값,NAVObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_upt_dt,일간갱신일자,text,YES,1780,182,10.2247%,22,20260821 | 20260707 | 20260422,str,출처·관리용 메타데이터,SourceRecord,snapshotDate/asOfDate,DataProperty,xsd:string,스키마에 명시 없음,조건부,YYYYMMDD를 xsd:date로 변환; 원본도 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_val_1d,일거래대금,"numeric(28,2)",YES,1780,4,0.2247%,1464,3155290152 | 10196137 | 559133505,int,기준일이 있는 관측값,LiquidityObservation,metricValue,DataProperty,xsd:decimal,통화는 행의 통화 칼럼과 결합; 없으면 UNKNOWN,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_val_1m,일거래대금평균_1M,"numeric(28,2)",YES,1780,16,0.8989%,1515,2992916177.95 | 15338977.5 | 276639215.9,"float,int",기준일이 있는 관측값,LiquidityObservation,metricValue,DataProperty,xsd:decimal,통화는 행의 통화 칼럼과 결합; 없으면 UNKNOWN,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_val_5d,일거래대금평균_5D,"numeric(28,2)",YES,1780,5,0.2809%,1506,2671795446 | 10577075.4 | 421935827.6,"float,int",기준일이 있는 관측값,LiquidityObservation,metricValue,DataProperty,xsd:decimal,통화는 행의 통화 칼럼과 결합; 없으면 UNKNOWN,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_vlty_1m,최근 20거래일 연환산 변동성(%),"numeric(28,8)",YES,1780,104,5.8427%,1626,93.3973869 | 22.4203667 | 1.93740704,"float,int",기준일이 있는 관측값,VolatilityObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_vlty_1y,최근 252거래일 연환산 변동성(%),"numeric(28,8)",YES,1780,471,26.4607%,1290,46.33365051 | 14.4161691 | 2.1928251,"float,int",기준일이 있는 관측값,VolatilityObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_vlty_3m,최근 60거래일 연환산 변동성(%),"numeric(28,8)",YES,1780,186,10.4494%,1549,60.20410692 | 17.49519695 | 1.2495614,"float,int",기준일이 있는 관측값,VolatilityObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_vlty_6m,최근 120거래일 연환산 변동성(%),"numeric(28,8)",YES,1780,294,16.5169%,1448,54.02524337 | 15.74023873 | 1.58936287,"float,int",기준일이 있는 관측값,VolatilityObservation,metricValue,DataProperty,xsd:decimal,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_vlty_base_dt,변동성 산출 기준일,text,YES,1780,86,4.8315%,49,20260821 | 20251218 | 20260709,str,출처·관리용 메타데이터,SourceFieldAssertion,rawValue,DataProperty,xsd:string,PERCENT (스키마 의미 기준; 값 범위 자동 환산 금지),조건부,YYYYMMDD 형식 검증 후 날짜 의미에 맞는 개체에 연결; 불명확하면 원본만 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_vol_1d,일거래량,"numeric(28,2)",YES,1780,4,0.2247%,1312,346324 | 909 | 54905,int,기준일이 있는 관측값,LiquidityObservation,metricValue,DataProperty,xsd:decimal,COUNT,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_vol_avg_1m,거래량평균_1M,"numeric(28,2)",YES,1780,15,0.8427%,1505,327080.05 | 1341.65 | 27201.85,"float,int",기준일이 있는 관측값,LiquidityObservation,metricValue,DataProperty,xsd:decimal,COUNT,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,du_vol_avg_5d,거래량평균_5D,"numeric(28,2)",YES,1780,5,0.2809%,1457,280918.6 | 925.6 | 41441.6,"float,int",기준일이 있는 관측값,LiquidityObservation,metricValue,DataProperty,xsd:decimal,COUNT,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,fn_average_coupon,평균쿠폰이자율,"numeric(28,8)",YES,1780,1581,88.8202%,196,3.24038568 | 3.75643334 | 3.05422394,float,기준일이 있는 관측값,MetricObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,포트폴리오 평균 쿠폰; fn_portfolio_dt 연결,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,fn_average_maturity,평균잔존만기,"numeric(28,8)",YES,1780,1780,100.0000%,0,,,기준일이 있는 관측값,MetricObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,fn_average_quality,평균신용품질,text,YES,1780,1705,95.7865%,32,2.00000000 | 5.64615326 | 2.86767987,str,기준일이 있는 관측값,MetricObservation,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,평균신용품질의 실제 값이 text/수치형 문자열이므로 의미척도 확인 전 decimal 강제 변환 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,fn_base_dt,펀더멘털 기준일,text,YES,1780,625,35.1124%,1,20260822,str,출처·관리용 메타데이터,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,YYYYMMDD 형식 검증 후 날짜 의미에 맞는 개체에 연결; 불명확하면 원본만 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,fn_effective_duration,듀레이션,"numeric(28,8)",YES,1780,1780,100.0000%,0,,,기준일이 있는 관측값,MetricObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,fn_effective_maturity,실질만기,"numeric(28,8)",YES,1780,1565,87.9213%,212,1.38867145 | 26.61802806 | 7.84319132,float,기준일이 있는 관측값,MetricObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,실질만기; 스키마에 단위가 없어 임의로 년을 부여하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,fn_modified_duration,수정듀레이션,"numeric(28,8)",YES,1780,1780,100.0000%,0,,,기준일이 있는 관측값,MetricObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,fn_nominal_maturity,명목만기,"numeric(28,8)",YES,1780,1565,87.9213%,212,1.38867145 | 26.61802806 | 7.84319132,float,기준일이 있는 관측값,MetricObservation,metricValue,DataProperty,xsd:decimal,스키마에 명시 없음,조건부,명목만기; 스키마에 단위가 없어 임의로 년을 부여하지 않음,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,fn_portfolio_dt,포트폴리오 기준일,text,YES,1780,662,37.1910%,17,20260531 | 20250731 | 20260630,str,출처·관리용 메타데이터,SourceFieldAssertion,rawValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,YYYYMMDD 형식 검증 후 날짜 의미에 맞는 개체에 연결; 불명확하면 원본만 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_abrv_nm,상품약어명,text,YES,1780,0,0.0000%,1773,RISE 바이오TOP10액티브 | RISE 미국S&P500엔화노출(합성 H) | KODEX 27-12 회사채(AA-이상)액티브,str,상품의 직접 속성,FinancialProduct,abbreviatedName,DataProperty,xsd:string,스키마에 명시 없음,실제 전행 존재(스키마상 선택),공백 정리 외 의미 추론 금지,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_circ_net_tamt,유통순자산총액,"numeric(28,2)",YES,1780,182,10.2247%,670,58310000000 | 7416500000 | 0,int,기준일이 있는 관측값,AUMObservation,metricValue,DataProperty,xsd:decimal,통화는 행의 통화 칼럼과 결합; 없으면 UNKNOWN,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_circ_stk_cnt,유통주식수,"numeric(28,2)",YES,1780,182,10.2247%,629,5950000 | 650000 | 54460000,int,기준일이 있는 관측값,MetricObservation,metricValue,DataProperty,xsd:decimal,COUNT,조건부,MetricObservation으로 생성; 대응 기준일이 없으면 asOfDate를 생성하지 않음; 0과 결측을 구분,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
PREF01N001,domestic_etp,pd_curr_cd,상품통화코드,text,YES,1780,3,0.1685%,2,CURR_CD_KRW | CURR_CD_000,str,코드 또는 분류 개념,RawCodeValue,codeValue,DataProperty,xsd:string,스키마에 명시 없음,조건부,공식 코드표/설명 칼럼이 없으면 의미를 추정하지 않고 UNMAPPED_CODE로 보존,노드를 생성하지 않으며 false/0/해당없음으로 치환하지 않음,실제 값 기반 프로파일; 코드 의미는 공식 코드표 없이는 미확정
